num_op,type_op,date_op,montant_op,libelle_op,id_tmm,num_co
346,Credit,2021-01-19 00:10:54,2000.703,Intuitive tertiary functionalities,2,505
347,Credit,2020-06-27 01:48:45,4934.441,Polarised systemic monitoring,97,560
348,Credit,2020-08-26 01:02:16,4942.401,Stand-alone next generation knowledge base,76,617
349,Credit,2021-05-08 13:15:33,2180.429,Quality-focused object-oriented framework,93,688
350,Debit,2020-08-12 23:21:32,2214.894,Public-key attitude-oriented encryption,11,463
351,Debit,2021-02-28 23:44:31,3878.813,Programmable hybrid hierarchy,75,603
352,Credit,2020-10-21 02:09:54,4963.078,Networked client-server knowledge base,57,793
353,Credit,2020-07-18 05:05:16,3900.966,Stand-alone bifurcated project,14,86
354,Debit,2020-07-15 23:18:16,1050.734,Cross-platform dynamic hierarchy,57,525
355,Debit,2020-12-10 15:56:37,773.262,Centralized local structure,97,674
356,Credit,2020-10-31 12:28:09,3462.652,Managed leading edge software,93,52
357,Credit,2021-01-24 12:04:15,2926.228,Enterprise-wide well-modulated task-force,46,49
358,Credit,2021-02-07 15:45:23,2484.788,Persevering transitional implementation,11,505
359,Debit,2020-05-13 22:13:49,1821.497,Automated didactic monitoring,100,766
360,Debit,2021-02-25 19:03:52,1265.104,Decentralized client-driven data-warehouse,57,617
361,Debit,2020-11-13 21:00:44,1089.392,Balanced asymmetric Graphical User Interface,91,326
362,Credit,2020-12-27 23:32:18,4691.681,Persistent neutral standardization,76,404
363,Credit,2020-11-01 18:46:36,1436.171,Switchable multi-state parallelism,92,38
364,Credit,2021-04-24 22:23:00,1474.664,Universal responsive implementation,93,75
365,Credit,2021-03-16 16:20:54,545.46,Exclusive even-keeled definition,3,587
366,Credit,2021-04-29 22:00:28,3675.126,Implemented 4th generation standardization,91,323
367,Debit,2021-03-12 15:39:57,2164.811,Polarised incremental process improvement,73,796
368,Debit,2020-12-29 12:57:50,1837.354,Organized disintermediate parallelism,55,11
369,Debit,2020-11-20 01:33:32,3221.03,Phased eco-centric database,3,628
370,Credit,2021-03-09 15:30:48,2344.457,Digitized full-range system engine,55,586
371,Debit,2020-07-20 02:26:36,879.463,Polarised hybrid pricing structure,92,538
372,Credit,2021-04-16 15:54:09,2208.127,Managed tertiary artificial intelligence,3,707
373,Debit,2020-12-28 13:20:12,2002.066,Face to face coherent focus group,100,69
374,Debit,2021-04-13 07:26:47,1869.855,Public-key global monitoring,39,78
375,Debit,2020-05-18 05:12:03,3795.954,Function-based optimizing task-force,3,373
376,Credit,2020-08-04 20:57:16,937.079,Sharable homogeneous groupware,76,667
377,Debit,2020-07-28 14:28:01,543.893,Triple-buffered tangible monitoring,55,56
378,Debit,2020-05-25 11:43:19,668.633,Diverse multi-state architecture,3,623
379,Credit,2021-03-09 03:44:39,473.799,Synergized cohesive interface,93,728
380,Credit,2021-02-14 12:23:10,3505.815,Optimized local task-force,92,53
381,Debit,2021-02-07 21:49:37,3177.467,Seamless bandwidth-monitored forecast,91,365
382,Credit,2020-05-14 13:58:51,3773.234,Configurable client-driven data-warehouse,93,78
383,Credit,2021-05-03 13:06:42,2193.375,Function-based full-range capability,73,625
384,Debit,2020-08-21 02:28:39,4290.922,Open-source object-oriented orchestration,2,400
385,Debit,2021-03-23 00:13:12,4941.314,Multi-tiered contextually-based orchestration,91,48
386,Debit,2020-11-11 21:45:18,2111.966,Sharable 6th generation functionalities,11,763
387,Credit,2021-03-16 13:23:20,4541.415,Virtual responsive ability,19,595
388,Credit,2020-08-25 11:38:16,3704.279,Ameliorated asynchronous frame,19,546
389,Credit,2020-12-23 22:16:13,1712.078,Innovative contextually-based function,39,614
390,Credit,2021-05-06 16:15:45,4521.827,Adaptive global access,2,452
391,Credit,2020-09-03 21:56:09,4980.299,Focused methodical framework,91,439
392,Credit,2021-03-20 03:06:54,4894.619,Inverse empowering projection,11,514
393,Credit,2020-11-24 12:38:19,1985.481,Centralized next generation open system,97,302
394,Debit,2020-08-22 15:49:54,2242.771,Progressive analyzing analyzer,2,664
395,Credit,2020-08-20 06:33:08,1883.77,Compatible empowering model,1,370
396,Debit,2020-09-05 15:19:50,395.131,De-engineered analyzing function,93,91
397,Credit,2020-06-09 15:36:58,814.389,User-friendly incremental info-mediaries,64,2
398,Credit,2021-01-25 00:56:04,2304.506,Robust real-time archive,3,487
399,Debit,2021-01-18 09:58:33,478.057,Intuitive directional Graphic Interface,46,484
400,Credit,2020-08-20 07:05:53,451.882,Focused heuristic approach,11,52
401,Debit,2020-05-18 05:26:31,4345.347,Programmable optimal flexibility,19,534
402,Debit,2020-08-18 18:25:41,3792.444,Balanced user-facing time-frame,91,364
403,Debit,2020-12-14 11:35:45,3085.295,Persistent global concept,57,97
404,Debit,2020-07-24 13:10:47,2410.487,Upgradable scalable focus group,76,2
405,Debit,2020-06-17 05:41:15,3191.637,Cloned eco-centric functionalities,57,764
406,Credit,2020-08-31 06:13:01,1739.747,Organized web-enabled neural-net,3,426
407,Credit,2020-05-09 10:30:52,2832.815,Proactive encompassing throughput,11,764
408,Debit,2020-05-31 22:45:20,392.5,Operative grid-enabled artificial intelligence,64,452
409,Credit,2021-04-23 01:49:35,264.818,Advanced real-time utilisation,64,661
410,Debit,2021-03-20 18:46:46,4840.885,Versatile fresh-thinking software,64,62
411,Debit,2020-06-07 16:04:39,1308.309,Ergonomic holistic hardware,55,97
412,Credit,2020-10-08 04:39:59,726.314,Streamlined 5th generation analyzer,1,575
413,Debit,2020-09-09 13:32:09,875.387,Re-contextualized web-enabled concept,100,386
414,Credit,2020-07-11 03:31:35,11.858,Universal optimizing model,76,443
415,Credit,2020-10-25 15:03:52,4535.656,Devolved 5th generation support,97,346
416,Credit,2020-10-22 11:19:14,3542.392,Virtual actuating throughput,11,82
417,Debit,2021-02-18 23:02:19,1309.608,Streamlined needs-based initiative,76,775
418,Debit,2021-03-26 10:09:23,4769.227,Object-based local groupware,39,313
419,Debit,2021-02-04 10:53:42,3874.735,User-centric heuristic productivity,3,616
420,Credit,2020-07-30 20:24:40,637.35,Assimilated context-sensitive productivity,75,676
421,Credit,2020-07-20 14:03:34,2699.984,Synchronised secondary hub,55,657
422,Debit,2020-12-16 11:44:56,2376.548,Customer-focused multimedia conglomeration,11,326
423,Debit,2020-09-07 12:35:02,3035.2,Quality-focused composite model,64,794
424,Debit,2021-04-08 18:49:25,55.918,User-centric stable functionalities,46,45
425,Credit,2020-09-30 17:30:40,4259.083,Secured disintermediate Graphic Interface,11,351
426,Debit,2020-06-04 02:37:48,1182.386,Ergonomic analyzing collaboration,91,706
427,Credit,2021-03-31 07:45:07,4060.692,Realigned coherent encryption,39,368
428,Credit,2020-07-13 16:58:25,4027.11,Enhanced client-driven forecast,3,743
429,Debit,2020-12-26 03:30:05,1495.599,Right-sized foreground help-desk,92,31
430,Debit,2020-12-21 07:33:26,2401.753,Horizontal homogeneous open architecture,92,424
431,Debit,2020-10-21 23:35:28,2522.308,Re-engineered grid-enabled help-desk,97,334
432,Credit,2021-04-25 23:05:49,1110.536,Re-contextualized heuristic leverage,46,745
433,Debit,2020-08-20 03:38:43,1041.588,Universal scalable process improvement,64,44
434,Credit,2020-05-19 05:56:32,361.55,Grass-roots actuating customer loyalty,75,390
435,Credit,2020-07-21 04:02:40,4519.505,Expanded directional frame,2,505
436,Credit,2020-05-29 12:43:10,2339.332,Optimized user-facing capacity,2,333
437,Debit,2020-09-13 13:49:19,981.059,Persevering optimal pricing structure,11,77
438,Credit,2020-08-01 03:12:48,2711.737,User-centric methodical capability,14,89
439,Credit,2020-09-25 02:59:04,1260.32,Profit-focused intermediate budgetary management,92,720
440,Credit,2021-01-30 18:58:34,760.971,Decentralized asymmetric solution,100,728
441,Credit,2021-03-26 13:32:12,3040.221,Distributed multi-state system engine,75,744
442,Debit,2021-04-06 21:55:52,374.566,Extended well-modulated flexibility,14,746
443,Debit,2020-07-29 04:40:57,1829.339,Ergonomic next generation synergy,64,14
444,Debit,2021-01-16 17:28:38,2196.438,Optimized secondary matrix,91,42
445,Debit,2020-11-19 01:45:43,1319.278,Polarised methodical info-mediaries,73,371
446,Debit,2020-12-06 11:15:31,183.337,Right-sized cohesive portal,3,491
447,Credit,2021-02-17 21:11:14,2678.864,Re-engineered zero administration approach,46,576
448,Credit,2020-06-01 13:14:10,4642.064,Progressive incremental orchestration,11,683
449,Debit,2020-06-29 20:08:51,4189.64,Assimilated modular emulation,76,488
450,Credit,2021-03-06 02:36:38,501.043,Compatible 24 hour standardization,11,608
451,Debit,2020-09-09 10:31:39,2083.279,Versatile heuristic secured line,55,559
452,Credit,2020-06-20 19:16:57,3747.381,Optional didactic time-frame,91,790
453,Debit,2021-04-17 20:30:59,984.967,Innovative systemic collaboration,75,615
454,Credit,2021-01-01 00:50:02,3155.688,Function-based multi-tasking project,19,63
455,Debit,2021-02-28 21:02:25,4965.902,Progressive attitude-oriented open architecture,97,488
456,Credit,2020-07-03 19:05:55,569.358,Mandatory bottom-line info-mediaries,92,629
457,Debit,2020-08-30 22:20:08,2275.712,Horizontal mission-critical flexibility,2,781
458,Debit,2020-09-13 00:46:21,3289.446,User-centric incremental paradigm,39,750
459,Credit,2020-10-12 07:53:57,2127.663,Devolved 5th generation analyzer,14,534
460,Credit,2020-05-16 05:51:25,2755.848,Managed full-range complexity,55,388
461,Credit,2020-05-28 15:21:48,2731.998,Reactive demand-driven paradigm,14,613
462,Credit,2020-06-22 16:57:37,1258.407,Polarised secondary emulation,55,311
463,Credit,2020-09-23 19:06:16,4242.978,Reverse-engineered reciprocal monitoring,39,447
464,Debit,2021-04-26 11:51:09,4195.625,Visionary value-added archive,1,55
465,Credit,2021-01-05 01:36:13,2427.075,User-centric coherent Graphic Interface,57,411
466,Debit,2020-12-17 13:44:10,2080.458,Assimilated asynchronous open system,75,74
467,Debit,2021-04-03 23:48:00,300.288,Open-source full-range contingency,73,766
468,Debit,2020-11-07 15:42:04,348.104,Progressive human-resource secured line,76,567
469,Debit,2021-02-23 03:26:53,1261.98,Virtual real-time strategy,1,740
470,Debit,2020-06-13 23:01:05,1600.812,Vision-oriented even-keeled definition,46,690
471,Credit,2020-07-03 15:14:02,3907.459,Networked uniform complexity,97,619
472,Credit,2020-07-20 23:58:27,1654.968,Advanced hybrid service-desk,57,447
473,Debit,2020-06-13 06:12:07,2114.345,Exclusive didactic projection,11,79
474,Debit,2020-05-22 01:44:24,2701.209,Universal homogeneous software,64,766
475,Debit,2020-07-18 13:59:51,3024.697,Organic methodical encoding,92,411
476,Credit,2021-01-07 03:49:22,1139.506,Multi-layered multi-tasking complexity,64,489
477,Debit,2021-05-03 02:02:33,3576.723,Reactive human-resource capacity,1,526
478,Debit,2020-11-20 08:38:51,1359.397,Universal solution-oriented definition,14,619
479,Credit,2020-11-24 16:40:10,636.668,Right-sized needs-based throughput,97,7
480,Debit,2020-06-23 19:52:45,4048.389,Open-architected content-based access,1,424
481,Credit,2020-06-24 03:29:24,272.775,Total contextually-based hardware,57,523
482,Credit,2020-12-09 22:59:26,1308.439,Profound composite concept,100,21
483,Debit,2020-07-31 16:13:36,1378.287,Vision-oriented object-oriented support,11,653
484,Debit,2020-09-07 20:59:16,4505.072,Robust 4th generation project,39,703
485,Debit,2020-08-10 17:47:33,1630.731,Operative multimedia secured line,64,685
486,Credit,2021-01-24 07:48:46,2954.194,Profit-focused fresh-thinking protocol,1,692
487,Debit,2020-11-15 11:32:50,1817.61,Distributed actuating support,55,517
488,Debit,2020-10-12 00:38:55,2730.605,Re-engineered composite emulation,91,750
489,Debit,2020-12-31 06:39:58,1724.399,Realigned zero tolerance algorithm,93,363
490,Credit,2020-05-27 22:24:19,3876.829,Innovative exuding database,57,623
491,Debit,2020-12-30 09:53:32,2334.494,Enterprise-wide background budgetary management,39,558
492,Credit,2020-11-19 07:26:47,2196.32,Cross-group neutral methodology,57,598
493,Debit,2020-10-08 04:08:12,4560.893,Multi-lateral heuristic info-mediaries,73,650
494,Credit,2021-01-05 02:20:02,1484.008,Organized composite Graphical User Interface,64,574
495,Credit,2020-10-05 01:53:15,2036.353,Monitored foreground alliance,1,456
496,Debit,2020-06-12 16:09:37,3913.835,Expanded uniform collaboration,91,706
497,Credit,2020-11-11 21:09:18,4715.119,Triple-buffered content-based portal,76,751
498,Credit,2021-01-01 15:02:14,2619.419,Robust full-range capacity,75,784
499,Credit,2021-03-07 02:02:29,2380.715,Extended radical model,93,428
500,Credit,2020-11-03 23:03:21,4385.658,Integrated leading edge local area network,2,691
501,Credit,2020-07-29 07:20:32,297.412,Organic multi-state protocol,11,685
502,Credit,2020-10-17 01:10:45,4380.294,Ameliorated directional workforce,75,739
503,Debit,2020-09-27 09:03:17,676.618,Fundamental encompassing moratorium,46,318
504,Debit,2020-07-19 05:05:26,4141.193,Reduced neutral structure,91,540
505,Debit,2020-09-30 04:00:23,2955.124,Phased systematic migration,11,410
506,Credit,2020-08-20 03:26:10,4138.93,Compatible mobile concept,91,335
507,Debit,2021-02-11 20:57:05,3946.728,Versatile intangible paradigm,55,575
508,Credit,2020-11-08 17:32:35,915.173,Multi-lateral content-based secured line,55,390
509,Credit,2021-04-16 15:39:50,4734.813,Triple-buffered tertiary hierarchy,93,90
510,Credit,2021-03-29 23:25:39,395.441,Integrated systematic knowledge base,75,559
511,Debit,2020-11-12 17:30:34,4256.269,Adaptive clear-thinking core,46,31
512,Debit,2021-03-09 11:27:05,3569.389,Configurable demand-driven throughput,92,780
513,Credit,2021-01-27 11:42:58,608.604,Re-contextualized demand-driven website,64,654
514,Debit,2020-07-27 23:17:09,4604.587,Multi-tiered multi-tasking concept,14,607
515,Credit,2020-12-14 01:59:42,962.882,Mandatory stable emulation,97,353
516,Credit,2020-10-23 20:41:30,4872.824,Focused composite alliance,1,394
517,Debit,2021-04-21 16:22:40,1090.411,Operative executive support,64,427
518,Debit,2020-07-13 08:48:42,4634.14,Public-key bi-directional orchestration,73,590
519,Debit,2020-11-29 01:57:29,4127.004,Networked dedicated implementation,3,721
520,Debit,2021-04-21 09:04:12,1468.858,Open-architected bi-directional paradigm,92,335
521,Credit,2020-08-26 18:10:10,3196.846,Assimilated mission-critical challenge,91,644
522,Debit,2021-02-11 10:28:01,1575.071,Synergized grid-enabled toolset,93,446
523,Debit,2021-05-07 01:19:36,2835.928,Public-key background workforce,92,710
524,Credit,2021-02-22 10:19:45,429.298,Configurable systematic adapter,19,665
525,Credit,2020-11-28 16:40:17,2202.112,Ergonomic bi-directional firmware,64,796
526,Credit,2020-09-09 17:57:20,3753.82,De-engineered well-modulated workforce,19,42
527,Credit,2020-05-09 20:02:27,4591.227,Intuitive next generation success,73,574
528,Credit,2020-06-07 08:03:42,1059.101,Intuitive asymmetric throughput,92,337
529,Credit,2021-04-17 04:38:11,4809.69,User-friendly motivating focus group,1,705
530,Debit,2020-10-31 01:06:43,2478.967,Mandatory heuristic support,14,421
531,Credit,2021-02-04 06:48:46,922.892,Synchronised upward-trending hierarchy,75,20
532,Debit,2020-07-02 22:47:54,804.792,Progressive background success,73,14
533,Debit,2020-11-28 16:17:34,3617.956,Reduced local policy,92,22
534,Credit,2020-08-27 16:40:10,4731.316,Innovative multi-state workforce,39,422
535,Credit,2021-03-08 18:34:54,4853.997,Cross-group non-volatile process improvement,14,22
536,Credit,2021-04-02 04:27:55,3622.041,Multi-tiered 5th generation workforce,3,401
537,Debit,2021-03-11 16:27:21,31.602,Triple-buffered dynamic knowledge base,46,702
538,Credit,2020-07-19 23:11:52,4570.72,Universal multi-tasking time-frame,1,606
539,Debit,2020-12-08 14:37:37,2733.506,Secured clear-thinking installation,97,561
540,Debit,2021-03-30 06:57:36,2632.609,Customer-focused national projection,3,475
541,Debit,2020-05-14 00:45:06,1319.981,Assimilated full-range array,93,734
542,Debit,2020-11-21 14:34:31,3020.852,Integrated local methodology,46,312
543,Credit,2020-06-27 01:56:11,1824.409,Devolved multimedia framework,19,796
544,Credit,2020-08-12 01:49:11,4869.303,Exclusive bottom-line core,55,673
545,Credit,2020-11-09 17:38:16,2115.403,Distributed 6th generation service-desk,97,736
546,Credit,2020-12-17 06:58:00,2110.177,Future-proofed national encoding,93,677
547,Credit,2020-10-15 01:46:47,4517.808,Cross-group full-range intranet,11,601
548,Debit,2021-03-26 03:18:44,389.677,Persistent bandwidth-monitored capacity,76,701
549,Credit,2021-03-31 15:18:15,4246.895,Advanced dedicated portal,11,407
550,Debit,2021-04-23 02:31:25,248.964,Programmable composite functionalities,75,449
551,Debit,2021-03-10 15:55:50,1272.457,Open-architected neutral customer loyalty,14,527
552,Credit,2020-07-07 12:12:23,618.985,Automated attitude-oriented emulation,1,742
553,Debit,2021-05-01 15:17:09,1283.742,Quality-focused multi-tasking adapter,19,765
554,Credit,2020-11-17 08:23:29,4403.605,Configurable tangible data-warehouse,46,323
555,Credit,2020-06-18 07:45:53,4976.574,Triple-buffered eco-centric array,11,317
556,Credit,2021-01-01 17:42:45,3395.131,Devolved local orchestration,19,646
557,Credit,2021-02-05 04:48:47,1669.844,Synergized intangible knowledge base,3,648
558,Credit,2021-03-10 06:18:56,1904.342,Intuitive maximized strategy,39,380
559,Credit,2020-07-14 10:03:20,248.882,Decentralized fresh-thinking capacity,64,741
560,Debit,2020-11-14 10:34:39,771.92,Balanced web-enabled help-desk,91,598
561,Credit,2020-08-03 05:24:23,3428.105,Self-enabling analyzing throughput,11,470
562,Credit,2020-08-31 11:19:54,1222.757,Ergonomic analyzing database,64,549
563,Credit,2021-04-13 13:56:10,979.684,Adaptive mission-critical firmware,11,569
564,Debit,2021-01-10 00:37:36,2833.487,Team-oriented modular archive,57,649
565,Debit,2020-09-02 21:32:56,3556.59,Advanced motivating adapter,100,791
566,Credit,2021-01-28 09:52:28,1704.47,Up-sized zero administration secured line,11,363
567,Credit,2021-03-29 07:20:06,1154.718,Versatile 24/7 toolset,100,309
568,Debit,2021-02-08 12:23:17,3908.909,Extended scalable challenge,76,743
569,Credit,2021-02-03 19:01:05,1547.6,Networked responsive archive,2,85
570,Debit,2021-05-07 00:19:05,1369.908,Focused background framework,76,416
571,Debit,2020-12-04 00:01:18,4602.213,Function-based holistic task-force,76,598
572,Debit,2021-02-08 23:38:08,3255.29,Customer-focused 24/7 infrastructure,39,29
573,Credit,2020-06-24 21:37:43,3976.33,Sharable optimizing open architecture,14,544
574,Debit,2020-07-22 16:42:22,2356.742,Polarised value-added archive,57,82
575,Debit,2021-04-24 20:52:33,4795.034,Self-enabling mission-critical ability,73,655
576,Credit,2020-06-14 20:41:31,4533.346,Customizable needs-based budgetary management,97,587
577,Debit,2020-06-22 15:50:06,1140.943,Mandatory non-volatile secured line,75,57
578,Debit,2021-04-01 06:00:30,1612.188,Self-enabling context-sensitive approach,2,41
579,Credit,2020-11-18 15:23:17,1032.753,Persistent 24/7 hub,97,44
580,Debit,2020-05-25 12:59:42,1749.998,Cross-group radical customer loyalty,100,697
581,Credit,2020-12-22 23:30:34,390.249,Organized leading edge infrastructure,64,34
582,Credit,2021-01-07 04:16:56,1472.943,Synchronised multimedia internet solution,11,608
583,Debit,2021-03-16 11:58:24,4078.42,Multi-tiered next generation capability,75,606
584,Debit,2020-06-29 11:36:05,2444.662,Switchable grid-enabled groupware,93,25
585,Credit,2021-02-02 13:30:34,2709.252,Distributed human-resource challenge,64,401
586,Credit,2020-09-12 15:06:37,4106.91,Multi-lateral leading edge parallelism,75,673
587,Credit,2020-12-24 23:02:39,4036.002,Persistent clear-thinking focus group,64,73
588,Credit,2020-06-16 12:14:11,3515.961,Distributed mission-critical service-desk,11,796
589,Debit,2020-07-21 07:51:25,2143.832,Function-based zero defect matrix,73,657
590,Credit,2020-08-12 10:35:55,2228.055,Mandatory non-volatile archive,64,711
591,Credit,2020-12-29 21:21:41,938.652,Business-focused cohesive internet solution,73,800
592,Credit,2020-12-01 18:08:46,4130.796,Ameliorated executive pricing structure,55,60
593,Debit,2020-09-04 01:58:29,989.672,Devolved well-modulated encryption,92,611
594,Debit,2020-11-20 23:30:47,4581.972,Virtual composite migration,57,9
595,Debit,2020-09-10 17:48:27,3140.134,Assimilated actuating initiative,39,725
596,Debit,2021-03-20 00:55:04,1118.372,Ameliorated object-oriented matrix,100,572
597,Debit,2020-05-13 06:58:56,3336.115,Switchable multimedia standardization,100,88
598,Debit,2020-10-12 07:16:30,818.259,Networked fresh-thinking Graphical User Interface,76,705
599,Credit,2020-12-07 06:49:20,602.563,Balanced 24/7 intranet,14,746
600,Debit,2020-11-15 17:11:46,2507.516,Visionary systematic middleware,57,428
601,Debit,2021-03-02 13:21:46,2478.254,Streamlined demand-driven portal,97,733
602,Credit,2021-01-03 00:50:14,2722.676,Re-contextualized tangible middleware,97,552
603,Debit,2020-08-11 18:47:16,4337.718,Innovative well-modulated task-force,100,530
604,Credit,2020-06-09 12:12:19,1329.576,Virtual context-sensitive local area network,1,90
605,Credit,2020-11-16 02:28:59,4846.107,Enhanced client-server data-warehouse,100,542
606,Debit,2020-09-24 16:57:05,2376.827,Assimilated fresh-thinking ability,46,447
607,Credit,2020-10-28 04:52:56,2139.144,User-friendly demand-driven database,91,366
608,Debit,2020-05-09 22:21:20,3264.782,Front-line needs-based policy,73,446
609,Debit,2020-08-25 21:27:54,3970.536,Organized actuating info-mediaries,11,362
610,Debit,2020-07-31 12:33:07,3236.866,Pre-emptive intermediate conglomeration,97,11
611,Debit,2020-11-17 09:37:14,517.179,Vision-oriented real-time installation,11,322
612,Debit,2020-10-04 04:28:52,2970.864,Public-key motivating capability,14,71
613,Debit,2020-10-18 18:55:37,4497.15,Networked foreground instruction set,97,452
614,Credit,2021-02-13 00:06:59,4958.196,Decentralized systemic budgetary management,11,746
615,Debit,2021-01-19 23:59:45,4885.755,Programmable logistical groupware,76,334
616,Debit,2020-11-05 01:39:39,808.948,Intuitive encompassing internet solution,57,518
617,Debit,2020-12-13 15:13:37,4052.661,Quality-focused static budgetary management,64,799
618,Credit,2021-02-11 03:22:02,1444.214,Programmable needs-based toolset,75,681
619,Credit,2020-11-30 13:30:26,2144.661,Cross-platform multi-state software,55,48
620,Debit,2020-11-03 05:31:19,265.622,Enterprise-wide foreground function,97,416
621,Credit,2020-06-05 20:49:43,709.658,Seamless background Graphical User Interface,1,58
622,Debit,2021-04-24 21:57:17,3564.026,Future-proofed national attitude,97,355
623,Credit,2020-11-20 11:58:48,4537.966,De-engineered fresh-thinking local area network,75,744
624,Debit,2021-01-15 09:05:03,1490.927,Automated global hardware,92,532
625,Debit,2020-07-26 11:25:01,2384.64,Synergized client-server model,2,482
626,Debit,2020-07-16 08:15:42,1969.89,Balanced reciprocal open system,91,474
627,Credit,2020-05-17 22:23:02,840.382,Cloned motivating frame,73,309
628,Credit,2020-08-11 21:24:43,1287.114,Persevering tertiary system engine,75,740
629,Credit,2021-02-15 21:17:49,4309.744,Reduced modular system engine,46,576
630,Debit,2020-07-03 16:13:20,1572.466,Optimized value-added benchmark,46,800
631,Debit,2020-06-29 05:41:01,15.582,Optional holistic model,76,335
632,Credit,2020-06-03 16:33:37,975.926,Persistent multi-state approach,1,581
633,Debit,2021-03-05 18:03:14,4437.302,Quality-focused asynchronous attitude,14,469
634,Debit,2020-07-25 02:31:05,4223.268,Object-based neutral groupware,2,510
635,Credit,2020-12-19 07:06:37,3157.321,Synergistic eco-centric alliance,97,28
636,Credit,2021-01-24 20:39:40,4318.701,Proactive client-driven middleware,100,466
637,Credit,2020-10-26 12:34:49,2224.376,Front-line demand-driven system engine,46,514
638,Debit,2020-09-25 05:38:30,2970.626,Ameliorated responsive complexity,100,13
639,Debit,2020-05-31 17:53:39,3036.713,Front-line coherent customer loyalty,76,660
640,Debit,2020-10-30 16:25:17,4009.957,Triple-buffered heuristic superstructure,46,743
641,Credit,2021-04-17 01:09:45,4824.647,Switchable scalable algorithm,3,410
642,Credit,2020-09-03 09:24:59,1506.22,Secured user-facing flexibility,11,614
643,Credit,2021-03-03 14:37:37,3854.321,Extended tertiary website,14,66
644,Credit,2020-05-15 01:46:30,1744.28,Inverse empowering productivity,91,727
645,Credit,2020-05-28 21:50:48,1234.584,Upgradable user-facing migration,75,554
646,Credit,2021-05-02 01:04:28,4742.156,Monitored incremental workforce,1,601
647,Credit,2021-03-06 10:26:03,3979.221,Front-line motivating knowledge base,100,38
648,Debit,2020-09-18 12:17:32,1947.73,Upgradable regional access,75,344
649,Credit,2020-09-23 05:51:08,2051.582,Fundamental tangible artificial intelligence,14,545
650,Debit,2020-09-07 16:24:12,4679.436,Public-key explicit portal,3,494
651,Debit,2021-02-11 20:58:06,327.762,Distributed intermediate archive,55,576
652,Credit,2020-06-18 14:19:29,3640.529,Streamlined needs-based firmware,92,377
653,Credit,2021-01-11 11:21:13,1908.892,Phased discrete service-desk,97,745
654,Debit,2021-03-05 20:37:58,4898.725,Centralized high-level productivity,64,355
655,Debit,2020-08-20 22:13:49,4725.222,Multi-channelled eco-centric emulation,46,98
656,Credit,2020-09-20 02:03:15,1728.395,Stand-alone coherent artificial intelligence,93,791
657,Credit,2020-05-18 12:03:15,678.247,Enhanced explicit forecast,100,325
658,Debit,2020-05-19 14:47:35,2017.071,Multi-lateral neutral intranet,46,92
659,Debit,2021-03-09 20:54:27,4529.461,Pre-emptive 24/7 migration,14,338
660,Debit,2020-06-03 11:24:56,454.741,Fundamental uniform access,14,633
661,Credit,2021-02-04 13:47:46,3881.913,Triple-buffered next generation circuit,39,713
662,Credit,2020-11-20 12:53:39,1616.253,Sharable attitude-oriented knowledge base,64,501
663,Credit,2021-04-17 01:00:00,946.42,Ameliorated asymmetric analyzer,76,688
664,Debit,2021-04-02 19:38:25,2208.774,Automated exuding local area network,1,485
665,Debit,2020-10-01 09:24:17,15.755,Switchable interactive info-mediaries,92,374
666,Debit,2021-01-29 16:34:57,3112.934,Function-based 3rd generation Graphical User Interface,57,613
667,Credit,2021-04-10 20:22:00,2023.831,Team-oriented exuding flexibility,14,91
668,Debit,2020-09-11 15:48:59,3391.654,Virtual system-worthy workforce,64,42
669,Debit,2020-12-06 05:13:17,3743.374,Object-based user-facing policy,73,715
670,Debit,2020-09-18 12:15:17,555.653,Programmable radical open system,57,432
671,Debit,2020-05-20 15:09:06,3145.302,Robust responsive synergy,46,100
672,Credit,2021-05-01 12:18:23,4107.511,Re-contextualized intermediate core,1,1
673,Debit,2020-09-25 16:13:34,1142.385,Centralized mobile software,3,670
674,Credit,2020-11-11 01:33:27,739.397,Object-based contextually-based capacity,19,694
675,Credit,2020-06-23 10:56:44,113.422,Total uniform throughput,92,600
676,Credit,2021-01-16 06:58:41,2252.51,Innovative motivating throughput,93,460
677,Credit,2020-08-11 12:59:54,2385.042,Multi-tiered discrete analyzer,14,591
678,Debit,2021-04-16 17:19:43,1692.577,Enhanced dynamic leverage,73,309
679,Credit,2020-05-21 18:38:33,2090.549,Optional transitional knowledge base,100,304
680,Credit,2020-06-11 19:29:43,3337.857,Face to face context-sensitive application,91,556
681,Credit,2021-03-21 20:18:55,4030.336,Multi-lateral modular leverage,39,461
682,Credit,2020-12-20 23:06:08,3915.298,Ergonomic bottom-line knowledge base,3,385
683,Credit,2020-12-24 13:58:01,236.593,Reduced leading edge flexibility,100,366
684,Credit,2021-01-20 12:14:15,780.747,User-friendly bi-directional application,39,686
685,Credit,2021-01-07 06:32:17,3821.618,Public-key multi-state function,64,525
686,Debit,2021-04-06 02:51:49,2517.385,Centralized radical extranet,1,682
687,Credit,2020-08-02 17:53:45,342.856,De-engineered 6th generation circuit,100,533
688,Debit,2021-04-01 07:07:59,1779.585,Realigned optimizing standardization,2,335
689,Credit,2020-10-31 10:38:14,2381.399,Horizontal intermediate throughput,11,422
690,Credit,2020-09-25 06:56:01,4345.074,Up-sized value-added methodology,93,324
691,Credit,2021-01-16 12:18:43,555.568,Ameliorated client-server capability,64,9
